User,Original_User/Web,Compound,Negative,Neutral,Positive,Tweet
saksivas_,Miami4Trump,0.6833,0.14,0.594,0.266,"RT @Miami4Trump: Sorry Libs, Lindsey &amp; John Don't Qualify As Bilateral Support For Your BOGUS, Putin Hacked The Election Fairytale! LMAO "
DHeber,nytimes,0.4939,0.0,0.61,0.39,Russias Hand in Americas Election https://t.co/mYfwRlsbkb
AngelinaSnow007,WalshFreedom,0.0,0.0,1.0,0.0,RT @WalshFreedom: .@SpeakerRyan refuses to call for an investigation into Russia meddling in the election.Coward.https://t.co/hpS8ApqMfq
NYtitanic1999,starfirst,0.0,0.0,1.0,0.0,RT @starfirst: President Obama: Time to Call for a New General Election! - Sign the Petition! https://t.co/pQJTN9QGm4 via @Change
NYtitanic1999,change,0.0,0.0,1.0,0.0,RT @starfirst: President Obama: Time to Call for a New General Election! - Sign the Petition! https://t.co/pQJTN9QGm4 via @Change
sammelbis1998,mathewsjw,-0.6249,0.215,0.785,0.0,RT @mathewsjw: EU Brussels crisis as Le Pen #FranceExit storms into poll lead over rivals  https://t.co/oHzywnokmw
sammelbis1998,express,-0.6249,0.215,0.785,0.0,RT @mathewsjw: EU Brussels crisis as Le Pen #FranceExit storms into poll lead over rivals  https://t.co/oHzywnokmw
BettinaAnter,greenhousenyt,-0.25,0.151,0.753,0.097,RT @greenhousenyt: Michigan officials admit that a majority of Detroit's vote-counting machines broke on Election Day. https://t.co/GFLHaMg
BettinaAnter,t,-0.25,0.151,0.753,0.097,RT @greenhousenyt: Michigan officials admit that a majority of Detroit's vote-counting machines broke on Election Day. https://t.co/GFLHaMg
szipster,peddoc63,0.0,0.0,1.0,0.0,RT @peddoc63: Here's a list of foreign governments that interfered with presidential election....oops I meant donated to Clinton Foundation
TilloTill,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
darrintyler29,BardockObama,-0.8208,0.322,0.591,0.087,"RT @BardockObama: Liberals are so stupid y'all ask for a recount then fail, then think Russia rigged the election lol it was obviously J Co"
Iamnowblue,emigre80,-0.3802,0.217,0.662,0.121,"RT @emigre80: Both Trump and Sanders were delighted to cry ""rigged election!"" when they ran against Clinton.Now that there's evidence? *C"
CreativeArtAPE,freddiedeboer,0.34,0.0,0.888,0.112,"RT @freddiedeboer: The most striking, consistent aspect of post-election behavior from Democrats is the absolute refusal to engage in real"
JeffCallahan75,MarkSimoneNY,-0.3612,0.2,0.8,0.0,RT @MarkSimoneNY: A picture of the people who rigged the election: https://t.co/Ma08WgVLko
JeffCallahan75,twitter,-0.3612,0.2,0.8,0.0,RT @MarkSimoneNY: A picture of the people who rigged the election: https://t.co/Ma08WgVLko
slickvolt,washingtonpost,-0.4588,0.235,0.765,0.0,"RT @washingtonpost: As Democrats demand probe over CIA election claim, GOP senators express doubt https://t.co/bWtLadv2Jm"
slickvolt,washingtonpost,-0.4588,0.235,0.765,0.0,"RT @washingtonpost: As Democrats demand probe over CIA election claim, GOP senators express doubt https://t.co/bWtLadv2Jm"
MichaelTetrick,KellyannePolls,-0.3182,0.099,0.901,0.0,"RT @KellyannePolls: Now match the 1.2 billion dollars with the ""winning"" campaign messages and the post-election spin as to why they lost."
kwtmobilesalon,KellyannePolls,-0.3182,0.099,0.901,0.0,"RT @KellyannePolls: Now match the 1.2 billion dollars with the ""winning"" campaign messages and the post-election spin as to why they lost."
ggnewsus,bbc,0.0,0.0,1.0,0.0,Macedonia election: Conservatives edge ahead as votes counted - BBC News https://t.co/DhMMngCm1J
Atticus_Amber,Steven_Strauss,-0.128,0.067,0.933,0.0,RT @Steven_Strauss: Trump: Obama is a Kenyan MuslimFox: America needs to hear this CIA: Putin tried to rig election for Trump Fox: we c
marcel_g,sproudfoot,0.0,0.0,1.0,0.0,"RT @sproudfoot: This is an absolute tour de force. On game theory, Russia and the election: https://t.co/o6LOUq36P9"
marcel_g,storify,0.0,0.0,1.0,0.0,"RT @sproudfoot: This is an absolute tour de force. On game theory, Russia and the election: https://t.co/o6LOUq36P9"
pdevhecht,nytopinion,-0.2732,0.116,0.884,0.0,RT @nytopinion: In Mr. Trump the Russians likely saw a stunningly ignorant and malleable political novice. https://t.co/0Zof9Cl4bT https://
pdevhecht,nytimes,-0.2732,0.116,0.884,0.0,RT @nytopinion: In Mr. Trump the Russians likely saw a stunningly ignorant and malleable political novice. https://t.co/0Zof9Cl4bT https://
rogiloc,DatPissedOffCat,-0.296,0.136,0.864,0.0,RT @DatPissedOffCat: @LindseyGrahamSC @SenSchumer @SenJohnMcCain This was an #InvalidElection #RevoteNow No #inauguration for ANYONE till t
e_revolutionist,GoddessKerriLyn,0.0,0.0,1.0,0.0,RT @GoddessKerriLyn: Rep. John Lewis submitted bill to Congress authorizing 2nd National ElectionPls call  your House reps 2 support!h
richeagle100,BreitbartNews,-0.6124,0.306,0.603,0.091,"RT @BreitbartNews: 2016: When the ""pros"" accepted unconfirmed speculation as fact and demanded that politicians prove a negative. https://t"
richeagle100,,-0.6124,0.306,0.603,0.091,"RT @BreitbartNews: 2016: When the ""pros"" accepted unconfirmed speculation as fact and demanded that politicians prove a negative. https://t"
randalltrandall,TimRunsHisMouth,0.0,0.0,1.0,0.0,RT @TimRunsHisMouth: Here's a list of all the Foreign Governments who interfered in the last Presidential election. I mean... donated to th
Vinogamist,starfirst,0.0,0.0,1.0,0.0,RT @starfirst: President Obama: Time to Call for a New General Election! - Sign the Petition! https://t.co/pQJTN9QGm4 via @Change
Vinogamist,change,0.0,0.0,1.0,0.0,RT @starfirst: President Obama: Time to Call for a New General Election! - Sign the Petition! https://t.co/pQJTN9QGm4 via @Change
devanieangel,michaelianblack,0.0,0.0,1.0,0.0,RT @michaelianblack: Another thing that isn't normal: there has not been a single moment since 11/8 where some part of me wasn't thinking a
jvargasnow,TroyBlayne,-0.3182,0.139,0.772,0.089,RT @TroyBlayne: @guypbenson @jvargasnow @Zegota42 It would be illegal for the CIA to be actively working to interfere or disrupt the electi
maderaedwards,TheDailyEdge,-0.6597,0.293,0.579,0.128,"RT @TheDailyEdge: Trump tweets fake news from Infowars about election fraud, then puts Reince on TV to call CIA's best analysis an ""insane"
lolaa1956,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
benhaygood,JuddLegum,0.4404,0.0,0.838,0.162,RT @JuddLegum: UPDATE: GOP members supporting investigation of Russian interference in electionSen GrahamSen McCainSen LankfordSen Cor
AliciaGs_BigMa,KellyannePolls,-0.3182,0.099,0.901,0.0,"RT @KellyannePolls: Now match the 1.2 billion dollars with the ""winning"" campaign messages and the post-election spin as to why they lost."
Betterw05759703,AtticusinCanada,0.0,0.0,1.0,0.0,RT @AtticusinCanada: @amjoyshow @debilu2 @SenatorReid He absolutely should be. They gamed the election on purpose using Comey.
rdsono,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
JHowieJr,Steven_Strauss,-0.128,0.067,0.933,0.0,RT @Steven_Strauss: Trump: Obama is a Kenyan MuslimFox: America needs to hear this CIA: Putin tried to rig election for Trump Fox: we c
JwchrisJon,jaketapper,-0.4404,0.178,0.822,0.0,@jaketapper Delay Trump taking office until it can be verified to what extent the hacking affected the election. Remember 2000
Spacekatgal,PattyMurray,0.3182,0.0,0.905,0.095,RT @PattyMurray: An investigation must begin as soon as possible on any evidence Russia actively worked to hijack our election &amp; elect Dona
INVUQT,cristinalaila1,0.0,0.0,1.0,0.0,RT @cristinalaila1: MSM is more concerned about unsubstantiated claims of Russia hacking the election than Hillary's maid printing up class
ikengachronicle,twitter,0.0,0.0,1.0,0.0,Rivers State Election https://t.co/CIuAwhOPcM
LauraK205,CoryBooker,0.4588,0.0,0.81,0.19,RT @CoryBooker: I join urgent call for Congress to form bipartisan select committee to investigate Russian interference in election: https:
iblibs,WalshFreedom,0.7992,0.058,0.677,0.266,"RT @WalshFreedom: There's evidence Russia messed around with our election, but cuz our guy won, people on my side are ok with that?That's"
mistermichaelk,pixelatedboat,-0.4585,0.167,0.833,0.0,RT @pixelatedboat: I read the 12th Amendment and technically neither Clinton nor Trump won the election: https://t.co/fKieKK3fEH
mistermichaelk,twitter,-0.4585,0.167,0.833,0.0,RT @pixelatedboat: I read the 12th Amendment and technically neither Clinton nor Trump won the election: https://t.co/fKieKK3fEH
JTrachtman,nytimes,0.4939,0.0,0.61,0.39,Russias Hand in Americas Election https://t.co/33noQWNvYf
waltdog4,kurteichenwald,-0.2382,0.22,0.67,0.11,"RT @kurteichenwald: No offense, @chucktodd, but when u say no one was sure Russia behind hack pre-election, shows u need to read more. http"
TeamTrumpTeX,TimRunsHisMouth,0.0,0.0,1.0,0.0,RT @TimRunsHisMouth: Here's a list of all the Foreign Governments who interfered in the last Presidential election. I mean... donated to th
207Curtin,Stevenwhirsch99,0.4005,0.0,0.876,0.124,RT @Stevenwhirsch99: Flashback to when Obama told Putin he would have more flexibility after the election. Catching on yet? https://t.co/xU
207Curtin,t,0.4005,0.0,0.876,0.124,RT @Stevenwhirsch99: Flashback to when Obama told Putin he would have more flexibility after the election. Catching on yet? https://t.co/xU
LAKINGSFAN1967,JeffreyGoldberg,0.0534,0.122,0.748,0.129,@JeffreyGoldberg you are a fucking idiot. If there was anything to that story then Obama would have used it during the election for DNC win
tomrichardson80,BrendanNyhan,-0.4659,0.169,0.787,0.043,"RT @BrendanNyhan: Seeing people dismiss as silly conspiracy talk, but far more serious. Potential Dep SOS suggesting Obama used IC in a dom"
gramma61,KeepAmerGr8,-0.5719,0.222,0.778,0.0,RT @KeepAmerGr8: Bipartisan anger grows over Russian interference into U.S. election https://t.co/9MgHpkwma0 via @HuffPostPol
gramma61,huffingtonpost,-0.5719,0.222,0.778,0.0,RT @KeepAmerGr8: Bipartisan anger grows over Russian interference into U.S. election https://t.co/9MgHpkwma0 via @HuffPostPol
jaureguisrivera,danversohara,0.0,0.0,1.0,0.0,RT @danversohara: Everyone around me: the election is over get over itMe: https://t.co/ykfoZyr5k2
jaureguisrivera,twitter,0.0,0.0,1.0,0.0,RT @danversohara: Everyone around me: the election is over get over itMe: https://t.co/ykfoZyr5k2
to_suesmall,nytopinion,-0.2732,0.116,0.884,0.0,RT @nytopinion: In Mr. Trump the Russians likely saw a stunningly ignorant and malleable political novice. https://t.co/0Zof9Cl4bT https://
to_suesmall,nytimes,-0.2732,0.116,0.884,0.0,RT @nytopinion: In Mr. Trump the Russians likely saw a stunningly ignorant and malleable political novice. https://t.co/0Zof9Cl4bT https://
usa_dmc,mitchellvii,-0.5574,0.195,0.805,0.0,RT @mitchellvii: So the Democrats are claiming that the Russians rigged the election by exposing what Democrats really think?You can't ma
MissLin68640163,CarisSevern,-0.5719,0.222,0.778,0.0,RT @CarisSevern: Bipartisan anger grows over Russian interference into U.S. election https://t.co/5wkqo8lptj via @HuffPostPol
MissLin68640163,huffingtonpost,-0.5719,0.222,0.778,0.0,RT @CarisSevern: Bipartisan anger grows over Russian interference into U.S. election https://t.co/5wkqo8lptj via @HuffPostPol
FuckJoshura,BardockObama,-0.8208,0.322,0.591,0.087,"RT @BardockObama: Liberals are so stupid y'all ask for a recount then fail, then think Russia rigged the election lol it was obviously J Co"
ambercat7,nytopinion,-0.2732,0.116,0.884,0.0,RT @nytopinion: In Mr. Trump the Russians likely saw a stunningly ignorant and malleable political novice. https://t.co/0Zof9Cl4bT https://
ambercat7,nytimes,-0.2732,0.116,0.884,0.0,RT @nytopinion: In Mr. Trump the Russians likely saw a stunningly ignorant and malleable political novice. https://t.co/0Zof9Cl4bT https://
simplyhoran,swin24,0.3612,0.0,0.865,0.135,"RT @swin24: like, Trump publicly did this, actually: ""Russia, if you're listening"" he said @ a rally https://t.co/u8yujY22EM https://t.co"
simplyhoran,thedailybeast,0.3612,0.0,0.865,0.135,"RT @swin24: like, Trump publicly did this, actually: ""Russia, if you're listening"" he said @ a rally https://t.co/u8yujY22EM https://t.co"
FishManwaters,FoxNewsSunday,0.0,0.0,1.0,0.0,RT @FoxNewsSunday: Coming up on #FNS -- @realDonaldTrump describes what went through his mind on election night. https://t.co/tJ7myY6Sxk
FishManwaters,twitter,0.0,0.0,1.0,0.0,RT @FoxNewsSunday: Coming up on #FNS -- @realDonaldTrump describes what went through his mind on election night. https://t.co/tJ7myY6Sxk
lawwtey,TrumpsNewsDaily,0.0,0.0,1.0,0.0,RT @TrumpsNewsDaily: Trump on Russia meddling in US election: 'I don't believe it' https://t.co/Vvj0P3QTGw via @YahooNews
lawwtey,yahoo,0.0,0.0,1.0,0.0,RT @TrumpsNewsDaily: Trump on Russia meddling in US election: 'I don't believe it' https://t.co/Vvj0P3QTGw via @YahooNews
aplemkseriously,tgreene319,0.0,0.0,1.0,0.0,RT @tgreene319: Let's review. CIA says Russian hackers interfered w election. Russia says they didn't. Trump doesn't believe CIA &amp; instead
bshaurette,EJDionne,-0.5423,0.234,0.659,0.106,RT @EJDionne: Why a #Trump presidency inspires fear. My column: Russia's role in his election is scary. His response: Even more sohttps://
PaWright10,mtracey,-0.128,0.073,0.927,0.0,"RT @mtracey: Former CIA spooks running to CNN to demand ""a new election"" ... nothing to see here, folks https://t.co/JvUMybjpq8"
PaWright10,cnn,-0.128,0.073,0.927,0.0,"RT @mtracey: Former CIA spooks running to CNN to demand ""a new election"" ... nothing to see here, folks https://t.co/JvUMybjpq8"
jeepeg,europa-news,-0.3612,0.172,0.828,0.0,Donald Trump says CIA charge Russia influenced election is ridiculous | US news https://t.co/5iZ9feHEkV
SharonS72105601,TrumpsNewsDaily,0.0,0.0,1.0,0.0,RT @TrumpsNewsDaily: Trump on Russia meddling in US election: 'I don't believe it' https://t.co/Vvj0P3QTGw via @YahooNews
SharonS72105601,yahoo,0.0,0.0,1.0,0.0,RT @TrumpsNewsDaily: Trump on Russia meddling in US election: 'I don't believe it' https://t.co/Vvj0P3QTGw via @YahooNews
lipchikphoto,lpolgreen,0.7269,0.0,0.757,0.243,"RT @lpolgreen: I have covered many African elections. I have a pretty good idea how western election observers would respond to this in, sa"
JessicaNexus,mickeybreezy,0.0,0.0,1.0,0.0,@mickeybreezy @Realpolitiki This is my last tweet to you: https://t.co/T6ryyrGejX. You need to read more before the next election.
JessicaNexus,fivethirtyeight,0.0,0.0,1.0,0.0,@mickeybreezy @Realpolitiki This is my last tweet to you: https://t.co/T6ryyrGejX. You need to read more before the next election.
jrussell264,quinncy,-0.3612,0.122,0.878,0.0,"RT @quinncy: Rigged election: months ago, Steve Bannon ""knew"" precisely which states Donald Trump would flip https://t.co/F5KNTgdUj6 via @P"
jrussell264,palmerreport,-0.3612,0.122,0.878,0.0,"RT @quinncy: Rigged election: months ago, Steve Bannon ""knew"" precisely which states Donald Trump would flip https://t.co/F5KNTgdUj6 via @P"
chlotobe,sarahclazarus,0.3182,0.0,0.901,0.099,RT @sarahclazarus: We'll know for sure the Russians were involved if we look into the election and find a smaller election right inside
snarkytoes,VABVOX,0.0,0.0,1.0,0.0,"RT @VABVOX: .@SpeakerRyan is tweeting about overturning #Obamacare, not Russian interference with our election. https://t.co/4SirvxWCKi"
snarkytoes,twitter,0.0,0.0,1.0,0.0,"RT @VABVOX: .@SpeakerRyan is tweeting about overturning #Obamacare, not Russian interference with our election. https://t.co/4SirvxWCKi"
netminnow,TimRunsHisMouth,0.0,0.0,1.0,0.0,RT @TimRunsHisMouth: Here's a list of all the Foreign Governments who interfered in the last Presidential election. I mean... donated to th
cussetabraswell,InfoPasser,-0.25,0.136,0.777,0.087,RT @InfoPasser: Michigan officials admit majority of Detroit vote counting machines broke on Election Day https://t.co/nLL5ZdUfKq via @Palm
cussetabraswell,palmerreport,-0.25,0.136,0.777,0.087,RT @InfoPasser: Michigan officials admit majority of Detroit vote counting machines broke on Election Day https://t.co/nLL5ZdUfKq via @Palm
blanca10,GavinNewsom,0.4767,0.0,0.853,0.147,RT @GavinNewsom: Trump put down U.S. intelligence agencies rather than acknowledge Russia's involvement in the election. His priorities her
JosephMiller3,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
saksivas_,LeahR77,0.0772,0.0,0.942,0.058,RT @LeahR77: Democrats Graham &amp; McCain Will Head Probe Into So Called Russian Influence Of Election &gt; Seems They Want WW3 https://t.co/JNhj
saksivas_,t,0.0772,0.0,0.942,0.058,RT @LeahR77: Democrats Graham &amp; McCain Will Head Probe Into So Called Russian Influence Of Election &gt; Seems They Want WW3 https://t.co/JNhj
tom_luu,CNN,0.0,0.0,1.0,0.0,@CNN @inmateschildren 2016 Election Recap: https://t.co/bLhh9FmlTl
tom_luu,twitter,0.0,0.0,1.0,0.0,@CNN @inmateschildren 2016 Election Recap: https://t.co/bLhh9FmlTl
veve4heart,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
susan_424,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
SNetibutr,DebGoBlue,0.0096,0.062,0.875,0.063,RT @DebGoBlue: Once in recess they can't stop it. Well know election secret. Even #bossTrump can't reverse but then #BossTrump is a #fascis
srinivas_vs9,TimRunsHisMouth,0.0,0.0,1.0,0.0,RT @TimRunsHisMouth: Here's a list of all the Foreign Governments who interfered in the last Presidential election. I mean... donated to th
formarrowdbs,PatriotGeorgia,-0.5994,0.187,0.813,0.0,RT @PatriotGeorgia: RINO War Hawks Lindsey Graham and John McCain Call for Investigation of Russia Influencing Election https://t.co/EavySu
formarrowdbs,t,-0.5994,0.187,0.813,0.0,RT @PatriotGeorgia: RINO War Hawks Lindsey Graham and John McCain Call for Investigation of Russia Influencing Election https://t.co/EavySu
atgattrat,MaydnUSA,-0.4019,0.119,0.881,0.0,"RT @MaydnUSA: When Sony was hacked, the FBI immediately produced evidence. Anyone seen any actual evidence of election hack by Russia?Did"
povozim,ZimPeopleFirst,-0.6249,0.242,0.758,0.0,@ZimPeopleFirst election agents in Bikita West Struggle Nyahunda &amp; Tsvuru Gurwe beaten up at instigation of Zanu-PF https://t.co/6rk937tHTu
povozim,twitter,-0.6249,0.242,0.758,0.0,@ZimPeopleFirst election agents in Bikita West Struggle Nyahunda &amp; Tsvuru Gurwe beaten up at instigation of Zanu-PF https://t.co/6rk937tHTu
ImCAntonio,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
Aszneth,politicususa,-0.7096,0.33,0.67,0.0,Treasonous Mitch McConnell Refused To Oppose Russia Election Meddling For Trump via @politicususa https://t.co/fDXFOHAPIb
Aszneth,politicususa,-0.7096,0.33,0.67,0.0,Treasonous Mitch McConnell Refused To Oppose Russia Election Meddling For Trump via @politicususa https://t.co/fDXFOHAPIb
charles_gaba,MarkBrewerDems,-0.3612,0.102,0.898,0.0,RT @MarkBrewerDems: Time for reform: the legacy of @migop @MichSoS Ruth Johnson is the mess of an election system the recount revealed http
shaylasnali,tgreene319,0.0,0.0,1.0,0.0,RT @tgreene319: Let's review. CIA says Russian hackers interfered w election. Russia says they didn't. Trump doesn't believe CIA &amp; instead
zoegits,bbc,0.0,0.0,1.0,0.0,Macedonia election: Conservatives edge ahead as votes counted - BBC News https://t.co/s1JEK0zXJG
geege4,pattonoswalt,0.4939,0.0,0.882,0.118,"RT @pattonoswalt: Seems to me, you didn't wanna talk about it before the election. Seems to me, you just turned your pretty head &amp; walked a"
Cheerful_7,cerenomri,0.0,0.0,1.0,0.0,"RT @cerenomri: Remember that one week during the election when the left was really, really concerned about anti-Semitism?They're supporti"
OpalescentMoon,mitchellvii,-0.5574,0.195,0.805,0.0,RT @mitchellvii: So the Democrats are claiming that the Russians rigged the election by exposing what Democrats really think?You can't ma
llh7167,LindseyGrahamSC,0.0,0.0,1.0,0.0,"RT @LindseyGrahamSC: Joint statement with Senators McCain, Schumer, and Reed on reports Russia interfered with the 2016 Election. https://t"
llh7167,,0.0,0.0,1.0,0.0,"RT @LindseyGrahamSC: Joint statement with Senators McCain, Schumer, and Reed on reports Russia interfered with the 2016 Election. https://t"
tealalltheway,thehill,0.0,0.0,1.0,0.0,RT @thehill: FBI breaks with CIA on Russian motives for interfering in U.S. electionhttps://t.co/iB3SfByyup https://t.co/byicz0v0lE
tealalltheway,twitter,0.0,0.0,1.0,0.0,RT @thehill: FBI breaks with CIA on Russian motives for interfering in U.S. electionhttps://t.co/iB3SfByyup https://t.co/byicz0v0lE
GarthDerby,JasonKander,-0.6597,0.213,0.787,0.0,"RT @JasonKander: If we ignore Russian espionage in our election, we embolden other foreign powers to launch similar attacks on every aspect"
charlesofidaho,ericgarland,0.7783,0.0,0.736,0.264,RT @ericgarland: And if the winner of a tainted election chooses to stand against national interest and for that foreign aggressor:The wo
jonhartmannjazz,t,0.5904,0.0,0.832,0.168,SCOTUS: Invalidate Election Results Of 2016 - Order A New Election https://t.co/zWEJppoFibDO THIS NOW AND GET ALL YOUR FRIENDS TO SIGN NOW
ecstasydragon,Steven_Strauss,-0.128,0.067,0.933,0.0,RT @Steven_Strauss: Trump: Obama is a Kenyan MuslimFox: America needs to hear this CIA: Putin tried to rig election for Trump Fox: we c
HH75876116,KellyannePolls,-0.3182,0.099,0.901,0.0,"RT @KellyannePolls: Now match the 1.2 billion dollars with the ""winning"" campaign messages and the post-election spin as to why they lost."
Sgroberts121657,MarieTitus9,-0.1419,0.054,0.946,0.0,@MarieTitus9 I did not agree with his rederick this election but for me and my own we could not or would not go with the same ole same ole
noisyparker,Mellecon,-0.631,0.172,0.828,0.0,"@Mellecon Youd think theyd be extra-sensitive about that post-election, but it never enters their head that ""fake news applies to them."
SentientHunter,GavinNewsom,-0.3089,0.101,0.899,0.0,RT @GavinNewsom: Trump's treating Russian interference in our election as partisan issue. This is not about political parties - our natl se
used2bnew,politico,0.4588,0.195,0.496,0.309,RT @politico: Trump calls intelligence reports of election meddling ridiculous. But prominent senators from both parties disagree https://t
used2bnew,,0.4588,0.195,0.496,0.309,RT @politico: Trump calls intelligence reports of election meddling ridiculous. But prominent senators from both parties disagree https://t
Lwme07,USARedOrchestra,-0.197,0.098,0.834,0.068,RT @USARedOrchestra: The reason this election didn't seem normal is bcs it wasn't normal so there r no normal solutions. It wasn't an elect
abirish,lpolgreen,0.7269,0.0,0.757,0.243,"RT @lpolgreen: I have covered many African elections. I have a pretty good idea how western election observers would respond to this in, sa"
dadavies,JuddLegum,0.4404,0.0,0.838,0.162,RT @JuddLegum: UPDATE: GOP members supporting investigation of Russian interference in electionSen GrahamSen McCainSen LankfordSen Cor
soldierDtruth,michaelianblack,0.0,0.0,1.0,0.0,RT @michaelianblack: Another thing that isn't normal: there has not been a single moment since 11/8 where some part of me wasn't thinking a
JenniferGassman,tgreene319,0.0,0.0,1.0,0.0,RT @tgreene319: Let's review. CIA says Russian hackers interfered w election. Russia says they didn't. Trump doesn't believe CIA &amp; instead
H2E4G,markoff,-0.25,0.136,0.777,0.087,RT @markoff: Michigan officials admit majority of Detroit vote counting machines broke on Election Day - Palmer Report https://t.co/Gx9btLq
H2E4G,t,-0.25,0.136,0.777,0.087,RT @markoff: Michigan officials admit majority of Detroit vote counting machines broke on Election Day - Palmer Report https://t.co/Gx9btLq
CALEBHITT,zerohedge,-0.4767,0.162,0.838,0.0,"Joe Scarborough: Hillary Clinton Cost Hillary Clinton the Election, Not Fake News | Zero Hedge https://t.co/5u8ui1TCCq #Trump #Hillary"
MsScree,CoryBooker,0.4588,0.0,0.81,0.19,RT @CoryBooker: I join urgent call for Congress to form bipartisan select committee to investigate Russian interference in election: https:
tootropic,Change,0.0,0.0,1.0,0.0,President Obama: Time to Call for a New General Election! - Sign the Petition! https://t.co/TMSKPRZRsG via @Change
tootropic,change,0.0,0.0,1.0,0.0,President Obama: Time to Call for a New General Election! - Sign the Petition! https://t.co/TMSKPRZRsG via @Change
TalatAman,sethmoulton,0.6808,0.0,0.811,0.189,"RT @sethmoulton: Proud to see so many #MA6 constituents ready to work for change. There is so much to do, and this election was a call to a"
Sharan116,RealAlexJones,-0.561,0.232,0.768,0.0,RT @RealAlexJones: MAXIMUM EMERGENCY! Rogue CIA Plans To Assassinate Trump Before Election - https://t.co/B0RXajXeLV
Sharan116,infowars,-0.561,0.232,0.768,0.0,RT @RealAlexJones: MAXIMUM EMERGENCY! Rogue CIA Plans To Assassinate Trump Before Election - https://t.co/B0RXajXeLV
hi_hat_truth,neeratanden,0.0,0.0,1.0,0.0,@neeratanden @EricLiptonNYT @ScottShaneNYT @EricLichtblau @nytimes why are the election results still being considered valid?
simplyhoran,swin24,-0.0572,0.055,0.945,0.0,"RT @swin24: Today, Trump says he doesnt want anyone hacking the U.S.In July, he called on Russia to hack the U.S. govt.https://t.co/"
jenniferrenaud4,Moo57556470,-0.4943,0.2,0.714,0.086,"RT @Moo57556470: If Americans cannot trust its Congress, its FBI &amp; certainly its PEOTUS, how can we repair the damages absent A NEW ELECTIO"
cosmokramerss,MelindaThinker,0.2023,0.0,0.833,0.167,RT @MelindaThinker: Russian interference with the election could give courts legal authority to install Hillary https://t.co/By58AeeOe3
cosmokramerss,huffingtonpost,0.2023,0.0,0.833,0.167,RT @MelindaThinker: Russian interference with the election could give courts legal authority to install Hillary https://t.co/By58AeeOe3
ricknelms,summerbrennan,-0.4767,0.163,0.837,0.0,"RT @summerbrennan: As I've said before, I called McCain and Graham offices multiple times in tears right after the election and they are no"
BonnieSue05060,CoryBooker,0.4588,0.0,0.81,0.19,RT @CoryBooker: I join urgent call for Congress to form bipartisan select committee to investigate Russian interference in election: https:
Tracy_Mack,WalshFreedom,0.0,0.0,1.0,0.0,RT @WalshFreedom: @RandPaul just called for a bipartisan investigation into the issue of Russia messing with our election.Rand is a stand
eyetotelescope,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
bellablue1060,Green_Footballs,0.25,0.1,0.72,0.18,RT @Green_Footballs: One thing was confirmed beyond any doubt in this election: the Republican Party is just fine with white supremacism.
wmhsdemocrats,sethmoulton,0.6808,0.0,0.811,0.189,"RT @sethmoulton: Proud to see so many #MA6 constituents ready to work for change. There is so much to do, and this election was a call to a"
lucipujean,howiewolf,0.0772,0.0,0.933,0.067,RT @howiewolf: Number of Congressional hearings on Benghazi: 33.Number of Congressional hearings on Russian efforts to influence our elec
RobinWood,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
mcleans4,Steven_Strauss,-0.128,0.067,0.933,0.0,RT @Steven_Strauss: Trump: Obama is a Kenyan MuslimFox: America needs to hear this CIA: Putin tried to rig election for Trump Fox: we c
PageRemmers,Amy_Siskind,-0.4767,0.129,0.871,0.0,"RT @Amy_Siskind: When every poll, prognosticator and pundit is wrong on Election Night, and you say to yourself: how can this be?#russianh"
marilynmaupin,TimRunsHisMouth,0.0,0.0,1.0,0.0,RT @TimRunsHisMouth: Here's a list of all the Foreign Governments who interfered in the last Presidential election. I mean... donated to th
MarieMurcelle1,Pinkcloud15,0.2225,0.0,0.914,0.086,RT @Pinkcloud15: It's time 2 take our country back! Call the W H 202-456-1414 'n tell thm U want a new election done w/paper ballots! https
