User,Original_User/Web,Compound,Negative,Neutral,Positive,Tweet
RandallBeard88,bfraser747,0.0,0.0,1.0,0.0,"RT @bfraser747: ""We have a new PresElect. His name is Donald J. Trump. So move over, Barack Move over Hillary"" AMEN @JudgeJeaninehttps:/"
Shawna_08,trumpwallnow,0.0,0.0,1.0,0.0,RT @trumpwallnow: I just found what I'm getting Hillary for Christmas. They come in different colors to match her jumpsuits!https://t.co/v
Shawna_08,abhinavvadrevu,0.0,0.0,1.0,0.0,RT @trumpwallnow: I just found what I'm getting Hillary for Christmas. They come in different colors to match her jumpsuits!https://t.co/v
MissMindfield,MagicRoyalty,0.2942,0.0,0.905,0.095,"RT @MagicRoyalty: On election night, Trump offered to buy Hillary's $7 million dollars worth of fireworks for 5 cents on the dollar! http"
ThomasT72388202,France4Hillary,0.4753,0.0,0.86,0.14,RT @France4Hillary: BREAKING: #Hillary's popular vote lead over Trump is now close to 3 million votes! #HillaryWon - SHE'S THE PEOPLE'S CHO
extractionista,RogerJStoneJr,-0.6486,0.29,0.71,0.0,RT @RogerJStoneJr: Florida #NeverTrump loser Ray Valdes = Crooked Hillary Clinton. He must be stopped. https://t.co/8Bnu81beCn
extractionista,twitter,-0.6486,0.29,0.71,0.0,RT @RogerJStoneJr: Florida #NeverTrump loser Ray Valdes = Crooked Hillary Clinton. He must be stopped. https://t.co/8Bnu81beCn
ICANFLA,BizPacReview,-0.4019,0.119,0.881,0.0,"Dem gov. of Virginia recalls omen that spelled doom for Hillary, and it has to do with his https://t.co/WjrPjy4qfw  via @BizPacReview"
ICANFLA,bizpacreview,-0.4019,0.119,0.881,0.0,"Dem gov. of Virginia recalls omen that spelled doom for Hillary, and it has to do with his https://t.co/WjrPjy4qfw  via @BizPacReview"
valfarly,ericgarland,0.0,0.0,1.0,0.0,"RT @ericgarland: The Democrats all debate who's going to get out of Hillary's way first, except for VERMONT'S OWN BERNIE SANDERS, who...get"
blueskymountain,DenbrotS,0.25,0.105,0.74,0.155,RT @DenbrotS: IS TRUMP'S DEAL WITH PUTIN THE BIGGEST PAY TO PLAY OF ALL TIME?@realDonaldTrump @oreillyfactor https://t.co/VlNBARG9CS
blueskymountain,linkis,0.25,0.105,0.74,0.155,RT @DenbrotS: IS TRUMP'S DEAL WITH PUTIN THE BIGGEST PAY TO PLAY OF ALL TIME?@realDonaldTrump @oreillyfactor https://t.co/VlNBARG9CS
LCSCHOPP,SwissTriple_M,0.0,0.0,1.0,0.0,"RT @SwissTriple_M: @socialcivility @posybass1 https://t.co/P2y62B8SmT 70% voted early in FLA, more D than R, early exit P showed 1/2"
LCSCHOPP,palmerreport,0.0,0.0,1.0,0.0,"RT @SwissTriple_M: @socialcivility @posybass1 https://t.co/P2y62B8SmT 70% voted early in FLA, more D than R, early exit P showed 1/2"
jataylor11,MissLizzyNJ,0.2732,0.0,0.896,0.104,"RT @MissLizzyNJ: Hillary Clinton, who accepted millions from Saudi Arabia &amp; Qatar, is suddenly concerned about foreign governments influenc"
windwens,LindaSuhler,0.6523,0.0,0.835,0.165,RT @LindaSuhler: Only credible link to Russia is Hillary's -- who made herself RICH when she transferred 20% of our uranium to Putin...FOR
graydaygamer,lhfang,-0.6908,0.251,0.749,0.0,RT @lhfang: This guy works for David Brock as a partisan pro-Hillary media critic. And just makes shit up. https://t.co/l3LVbndNDK
graydaygamer,twitter,-0.6908,0.251,0.749,0.0,RT @lhfang: This guy works for David Brock as a partisan pro-Hillary media critic. And just makes shit up. https://t.co/l3LVbndNDK
2kschumacher,WayneDupreeShow,-0.2023,0.217,0.664,0.119,"RT @WayneDupreeShow: There's no PROOF Russia hacked anything, let's be serious. The same media who said Hillary was winning in the polls is"
vhhcjhv,TCB_AK,0.2942,0.0,0.905,0.095,RT @TCB_AK: On election night #Trump offered to buy Hillary's $7 million dollars worth of fireworks for 5 cents on the dollar! #Flashbac
SSNjl,RepStevenSmith,0.0772,0.0,0.939,0.061,RT @RepStevenSmith: Want to hear about what Hillary did in Libya from a real journalist? @wikileaks Julian Assange explains it in 2 minutes
NewEnglandDevil,MissLizzyNJ,0.2732,0.0,0.896,0.104,"RT @MissLizzyNJ: Hillary Clinton, who accepted millions from Saudi Arabia &amp; Qatar, is suddenly concerned about foreign governments influenc"
f77a9c24c7f9451,MagicRoyalty,0.2942,0.0,0.905,0.095,"RT @MagicRoyalty: On election night, Trump offered to buy Hillary's $7 million dollars worth of fireworks for 5 cents on the dollar! http"
roqchrisy,StefanMolyneux,-0.4588,0.125,0.875,0.0,RT @StefanMolyneux: Cant wait for Dem investigation to figure out how Russian hackerz (TM) forced Hillary to take millions in Saudi money.
Razorback40,lillyslolly,0.6369,0.0,0.851,0.149,@lillyslolly I watch it all both sides. That's why I can't stand trump or Hillary. But you love to lump everyone into one group or the other
emilypassey,FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: .@AllenWest: ""It was President Obama, along with Hillary Clinton, that came up with the 'Russian reset button.'"" @JudgeJeanine"
ericserati68,SwissTriple_M,0.0,0.0,1.0,0.0,"RT @SwissTriple_M: @socialcivility @posybass1 https://t.co/P2y62B8SmT 70% voted early in FLA, more D than R, early exit P showed 1/2"
ericserati68,palmerreport,0.0,0.0,1.0,0.0,"RT @SwissTriple_M: @socialcivility @posybass1 https://t.co/P2y62B8SmT 70% voted early in FLA, more D than R, early exit P showed 1/2"
hypnocoach183,DisavowTrump16,0.0,0.0,1.0,0.0,RT @DisavowTrump16: U.S. Concludes that Russia was involved in our election! RETWEET to to tell the Electoral College to vote for Hillary!
GmaPeace2,twitter,0.6597,0.0,0.787,0.213,Amazed it's ok with you foreign power commited espionage to put Trump in. If it was Hillary they helped? You'd be s https://t.co/ywnIAaPk1g
EdenVision,gatses13,-0.4278,0.193,0.706,0.101,RT @gatses13: Rush Limbaugh Plays Montage Of Hillary As A Purveyor Of FAKE NEWS https://t.co/JFAGeK9L5I via @YouTube
EdenVision,youtube,-0.4278,0.193,0.706,0.101,RT @gatses13: Rush Limbaugh Plays Montage Of Hillary As A Purveyor Of FAKE NEWS https://t.co/JFAGeK9L5I via @YouTube
realtonydetroit,GeorgeTakei,-0.7783,0.342,0.658,0.0,@GeorgeTakei You are another mindless liberal that is a walking contradiction. Hillary received MILLIONS from Russia. Where's your criticism
02C5,MissLizzyNJ,0.2732,0.0,0.896,0.104,"RT @MissLizzyNJ: Hillary Clinton, who accepted millions from Saudi Arabia &amp; Qatar, is suddenly concerned about foreign governments influenc"
jondoepolitics,nypost,0.0772,0.111,0.766,0.123,RT @nypost: Hillary Clinton and her supporters spent twice as much as Donald Trump on her losing presidential campaign https://t.co/kPyf4Ns
jondoepolitics,t,0.0772,0.111,0.766,0.123,RT @nypost: Hillary Clinton and her supporters spent twice as much as Donald Trump on her losing presidential campaign https://t.co/kPyf4Ns
aallaart,MissLizzyNJ,0.2732,0.0,0.896,0.104,"RT @MissLizzyNJ: Hillary Clinton, who accepted millions from Saudi Arabia &amp; Qatar, is suddenly concerned about foreign governments influenc"
ConorOGinger,benschwartzy,-0.5177,0.218,0.66,0.122,"RT @benschwartzy: It only took one FBI agent to ruin Nixon (Felt) and one to ruin Hillary (Comey). So, I'm very happy to see Trump making a"
jonburtonhx,manny_ottawa,-0.3412,0.107,0.893,0.0,RT @manny_ottawa: How did even 1 person vote for Hillary.I can understand the deceased voting for her they didn't know better. https://t.c
jonburtonhx,,-0.3412,0.107,0.893,0.0,RT @manny_ottawa: How did even 1 person vote for Hillary.I can understand the deceased voting for her they didn't know better. https://t.c
DanaSlechta66,KailiJoy,-0.6331,0.283,0.609,0.108,RT @KailiJoy: Hillary Clinton's under no obligation to save us. She tried. And we screamed EMAILS!!!!!! and complained that she's just not
Wayne5Juan,DrMartyFox,-0.2732,0.123,0.877,0.0,RT @DrMartyFox: IF #RussianHackers Helped #Trump They Did By Exposing What The #DishonestMedia Was ConcealingCorrupt #Hillaryhttps:
SuccessAtEnron,jharlen00,-0.3976,0.309,0.691,0.0,@jharlen00 @vandercyrus @CNN so you blame Hillary
RamBoPirate,HispanicsTrump,0.0,0.0,1.0,0.0,RT @HispanicsTrump: If Hillary really wants to know who cost her the election all she needs to do is look in the mirror... #FakeNews #Russi
mariaso1200,ScottyLiterati,-0.296,0.091,0.909,0.0,RT @ScottyLiterati: Hillary dropped this exact same info about Russia in front of 66 million viewers in October. But I guess no one listene
MackNDaly,WaukeshaGOP,0.9437,0.055,0.41,0.535,"@WaukeshaGOP I am in no way a hillary supporter, but had to laugh at your spelling... hiLlar? Haha xD"
JamieAgathaRose,twitter,0.0516,0.0,0.845,0.155,"You backed Hillary, you backed these people. Why should we listen to you? https://t.co/4zEHMP82PE"
elizabethkap,BuzzFeedNews,-0.4767,0.181,0.819,0.0,"RT @BuzzFeedNews: Hillary Clinton Calls On Congress, Silicon Valley To Address Fake News Epidemichttps://t.co/poWhi5ZMMY https://t.co/Vy"
elizabethkap,t,-0.4767,0.181,0.819,0.0,"RT @BuzzFeedNews: Hillary Clinton Calls On Congress, Silicon Valley To Address Fake News Epidemichttps://t.co/poWhi5ZMMY https://t.co/Vy"
twodog711,EylinHurt,-0.4824,0.164,0.836,0.0,"RT @EylinHurt: FBI ASST. DIRECTOR COMES OUT, Says HILLARY SHOULD BE SHOT BY FIRING SQUAD https://t.co/HqfWHjakOr https://t.co/bm5Hk5uLbc"
twodog711,conservativefighters,-0.4824,0.164,0.836,0.0,"RT @EylinHurt: FBI ASST. DIRECTOR COMES OUT, Says HILLARY SHOULD BE SHOT BY FIRING SQUAD https://t.co/HqfWHjakOr https://t.co/bm5Hk5uLbc"
stiNgo100,theGSpledge,-0.3889,0.26,0.601,0.139,@theGSpledge @kestans NO you lie. Hillary did not PBO did not. Your anger is hurting you.
JohnBlast2000,johncitysq,-0.2023,0.162,0.714,0.124,"RT @johncitysq: Do you, @elliottkrista, remember Dems said anyone concerned over election integrity was a ""Threat to Democracy""?https://t."
JohnBlast2000,,-0.2023,0.162,0.714,0.124,"RT @johncitysq: Do you, @elliottkrista, remember Dems said anyone concerned over election integrity was a ""Threat to Democracy""?https://t."
carterdsc,gerfingerpoken2,-0.7184,0.3,0.7,0.0,"RT @gerfingerpoken2: 3 Strikes, Ur Out Hillary. Multiple investigations of felonies American Thinker https://t.co/PMn9JcWweg #PJNET 999 htt"
carterdsc,americanthinker,-0.7184,0.3,0.7,0.0,"RT @gerfingerpoken2: 3 Strikes, Ur Out Hillary. Multiple investigations of felonies American Thinker https://t.co/PMn9JcWweg #PJNET 999 htt"
geno2u,realDonaldTrump,-0.128,0.131,0.757,0.112,@realDonaldTrump @NBCNightlyNews @CNN Were they trashing Hillary again. Sick of hearing she is way ahead by millions in the popular vote.
emilypassey,FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: .@JudgeJeanine: ""We have a new Pres.-elect. His name is Donald J. Trump. So move over, Barack. Move over, Hillary."" https://t."
emilypassey,,0.0,0.0,1.0,0.0,"RT @FoxNews: .@JudgeJeanine: ""We have a new Pres.-elect. His name is Donald J. Trump. So move over, Barack. Move over, Hillary."" https://t."
michellegun24,RNRMississippi,-0.2263,0.215,0.642,0.143,"RT @RNRMississippi: Russians are Amazing: Set up a private server, rigged the primary, used BleachBit to violate a court order, then made"
Stupidosaur,Stupidosaur,-0.802,0.265,0.735,0.0,"RT @Stupidosaur: GST &amp; Aadhaar are part of same scam to destroy India's economy, federalism, welfare and democracy. The 'magic wand' Hillar"
macbeezy411,KD_Marshall,0.34,0.0,0.833,0.167,@KD_Marshall @TulsaPolice im assuming you voted for hillary..well you lost..congrats you played yourself
SenSlomkowski,twitter,-0.2411,0.197,0.803,0.0,Didn't you endorse Hillary Clinton? Now that's hypocrisy. https://t.co/JhHEAYMBJg
TlyaShontal,Lrihendry,-0.5848,0.147,0.853,0.0,"RT @Lrihendry: If Russia is the enemy, why didn't anyone look into why Hillary sold 20% of our uranium to them! #FakeNewsChallenge @realDon"
dunnkath,terrij68,-0.3317,0.106,0.894,0.0,RT @terrij68: @KellyannePolls almost 3 million more Americans voted for Hillary!!! Most do not want him or at this point you either
jcschmieder,MissLizzyNJ,0.2732,0.0,0.896,0.104,"RT @MissLizzyNJ: Hillary Clinton, who accepted millions from Saudi Arabia &amp; Qatar, is suddenly concerned about foreign governments influenc"
FisherBurton,BillyVonElds,0.0,0.0,1.0,0.0,@BillyVonElds Address my tweets about Hillary first. You haven't yet.
jumba47,kurteichenwald,-0.2382,0.22,0.67,0.11,"RT @kurteichenwald: No offense, @chucktodd, but when u say no one was sure Russia behind hack pre-election, shows u need to read more. http"
DTParallelogram,hillary_square,0.0,0.0,1.0,0.0,@hillary_square @RhombusGary @KiteBernie @JillRectangle @TrapezoidTed I know that quads should have opposite sides that are congruent
Azrosco,tteegar,-0.3182,0.095,0.905,0.0,RT @tteegar: .@PrisonPlanet Libtards b likeHow many ways can we rub a historic Hillary Clinton loss in &amp; pour salt on this wound we con
JamesS020770,AmericanMex067,-0.6486,0.22,0.735,0.045,"RT @AmericanMex067: She had fake news backing her, DOJ, Obama - spent $1.2 billion &amp; still lost. Russia had nothing 2 do w/it.https://t.co"
Miitomoan,MissLizzyNJ,0.2732,0.0,0.896,0.104,"RT @MissLizzyNJ: Hillary Clinton, who accepted millions from Saudi Arabia &amp; Qatar, is suddenly concerned about foreign governments influenc"
LiliaMorraz,ThreatcoreNews,-0.4019,0.213,0.787,0.0,RT @ThreatcoreNews: .@smerconish I guess the Russians hacked Hillary's crowds too? #investigate
Ranthruredlight,MtnMD,0.0,0.0,1.0,0.0,RT @MtnMD: RT @asJBdorightthng: '94 SCOTUS:Mark v Stinson reversed state Sen election:2 officials knew R fraud-gv 2Dem opponent https://t.c
Ranthruredlight,,0.0,0.0,1.0,0.0,RT @MtnMD: RT @asJBdorightthng: '94 SCOTUS:Mark v Stinson reversed state Sen election:2 officials knew R fraud-gv 2Dem opponent https://t.c
euriag,TecReview,0.0,0.0,1.0,0.0,RT @TecReview: As fue como Donald Trump pudo superar a Hillary Clinton en los ltimos das de campaa en Estados Unidos https://t.co/7dgPZ
euriag,t,0.0,0.0,1.0,0.0,RT @TecReview: As fue como Donald Trump pudo superar a Hillary Clinton en los ltimos das de campaa en Estados Unidos https://t.co/7dgPZ
mowser1970,FoxNews,-0.6901,0.222,0.778,0.0,"RT @FoxNews: .@GovMikeHuckabee: ""It wasn't the Russians that beat them. It was a lack of ideas. It was Hillary being a very poor candidate."
di8285502,DaveH_RPh,0.0,0.0,1.0,0.0,@DaveH_RPh are those the Hillary voters?
ntvnyr173,_edwardmondini_,0.0,0.0,1.0,0.0,RT @_edwardmondini_: @ntvnyr173   Hillary would be a female version of Carter.......on steroids.
pauIrevere,ScottyLiterati,-0.296,0.091,0.909,0.0,RT @ScottyLiterati: Hillary dropped this exact same info about Russia in front of 66 million viewers in October. But I guess no one listene
Pallamus,ed_hooley,0.3818,0.0,0.86,0.14,RT @ed_hooley: FLASHBACK VIDEO : Obama Busted on HOT MIC Making Secret Promises Russia https://t.co/thZymgbdUS#maga #obama #hillary #imwit
Pallamus,truthfeed,0.3818,0.0,0.86,0.14,RT @ed_hooley: FLASHBACK VIDEO : Obama Busted on HOT MIC Making Secret Promises Russia https://t.co/thZymgbdUS#maga #obama #hillary #imwit
GigiB84,amrightnow,0.0,0.0,1.0,0.0,RT @amrightnow: Hillary Clinton should be in Jail Not on the campaign Trail #realdonaldtrump #military #army #navy #usmc https://t.co/6VIfN
GigiB84,t,0.0,0.0,1.0,0.0,RT @amrightnow: Hillary Clinton should be in Jail Not on the campaign Trail #realdonaldtrump #military #army #navy #usmc https://t.co/6VIfN
crossfitnans,crossfitnans,0.0,0.0,1.0,0.0,RT @crossfitnans: Electoral College: Make Hillary Clinton President on December 19 - Sign the Petition! https://t.co/dEI2GxZF5y via @Change
crossfitnans,change,0.0,0.0,1.0,0.0,RT @crossfitnans: Electoral College: Make Hillary Clinton President on December 19 - Sign the Petition! https://t.co/dEI2GxZF5y via @Change
PerryBullock,redsteeze,0.0,0.0,1.0,0.0,RT @redsteeze: Russia wanted Trump. You know who else wanted Trump? Hillary &amp; our media. All three got what they wanted.
allofusfortrump,MissLizzyNJ,0.2732,0.0,0.896,0.104,"RT @MissLizzyNJ: Hillary Clinton, who accepted millions from Saudi Arabia &amp; Qatar, is suddenly concerned about foreign governments influenc"
dierdremccormic,nypost,0.0772,0.111,0.766,0.123,RT @nypost: Hillary Clinton and her supporters spent twice as much as Donald Trump on her losing presidential campaign https://t.co/kPyf4Ns
dierdremccormic,t,0.0772,0.111,0.766,0.123,RT @nypost: Hillary Clinton and her supporters spent twice as much as Donald Trump on her losing presidential campaign https://t.co/kPyf4Ns
RiseUpAbove,mmpadellan,0.0,0.0,1.0,0.0,RT @mmpadellan: Think about it.Ever see a 70yr old man UNHINGED 2 the point of grade-school taunts?Hillary CALLED it on #RussianHackers.
kgvet,BarrieNJ,0.6322,0.0,0.794,0.206,RT @BarrieNJ: The Nate Silver that predicted Hillary would win in a monumental landslide?  That Nate Silver? https://t.co/nUaXgBN3aB
kgvet,twitter,0.6322,0.0,0.794,0.206,RT @BarrieNJ: The Nate Silver that predicted Hillary would win in a monumental landslide?  That Nate Silver? https://t.co/nUaXgBN3aB
AnxietyMisfit,OddLane,0.0,0.0,1.0,0.0,RT @OddLane: The First Amendment as suggestion box: https://t.co/jQ45zepGyP #HillaryClinton #Fakenews
AnxietyMisfit,reason,0.0,0.0,1.0,0.0,RT @OddLane: The First Amendment as suggestion box: https://t.co/jQ45zepGyP #HillaryClinton #Fakenews
mtduarte_,MadameWoo69,0.0,0.0,1.0,0.0,RT @MadameWoo69: Electoral College: Make Hillary Clinton President on December 19 - Sign the Petition! https://t.co/TTrq3BfMmc via @Change
mtduarte_,change,0.0,0.0,1.0,0.0,RT @MadameWoo69: Electoral College: Make Hillary Clinton President on December 19 - Sign the Petition! https://t.co/TTrq3BfMmc via @Change
emilypassey,FoxNews,-0.6901,0.222,0.778,0.0,"RT @FoxNews: .@GovMikeHuckabee: ""It wasn't the Russians that beat them. It was a lack of ideas. It was Hillary being a very poor candidate."
djjohnso,emptywheel,0.0,0.0,1.0,0.0,@emptywheel @majorajam this article from UPI was a week or two after Conway took over. She understood this effect https://t.co/TrCL7CIDop
djjohnso,upi,0.0,0.0,1.0,0.0,@emptywheel @majorajam this article from UPI was a week or two after Conway took over. She understood this effect https://t.co/TrCL7CIDop
PxlJedi,DanielleMuscato,0.7184,0.0,0.778,0.222,"RT @DanielleMuscato: ""If Hillary Clinton won the election &amp; CIA report came out of foreign tampering, I'm sure @GOP'd be having exact same"
bd05926,LindaSuhler,0.6523,0.0,0.835,0.165,RT @LindaSuhler: Only credible link to Russia is Hillary's -- who made herself RICH when she transferred 20% of our uranium to Putin...FOR
thecatsmeow0410,Old_Bern_Kenobi,-0.7579,0.255,0.745,0.0,RT @Old_Bern_Kenobi: This is how far Hillary's sycophants have sunk: Blaming fast food workers for Hillary's failure without a shred of fac
JackieGlo305,nia4_trump,0.0,0.0,1.0,0.0,RT @nia4_trump: Watch Hillary LIE during her SoS confirmation hearing. #ClintonCash #UraniumOne The RUSSIANS #ClintonFoundationhttps://t
3Panda3,NotJoshEarnest,0.0,0.0,1.0,0.0,RT @NotJoshEarnest: Hillary tried to go to Wisconsin and Michigan but the Russians kept hacking her plane back to California and New York
Trumps1stMember,vivelafra,-0.4019,0.241,0.623,0.136,RT @vivelafra: MEET THE AMATEUR: @ChuckTodd's buffoonish loyalty to #Hillary is beyond embarrassing &amp; destroys the credibility of @MeetTheP
Pab1oFresh,SouthPark,-0.5267,0.139,0.861,0.0,"these @SouthPark trump/hillary episodes not only show how f*ed up their politics are, it shows how f* stupid the writers are #boycott"
1ofabev,Cernovich,0.296,0.083,0.795,0.123,"RT @Cernovich: If Hillary had won we'd have talked about ""rigged elections"" for a day or two and then moved on. What we are seeing today is"
suzykq5,KailiJoy,0.0,0.0,1.0,0.0,"RT @KailiJoy: Anyway. You can expect that I'll be talking about Hillary Clinton, the president who should have been, for the next four year"
wooofpak987,igob4u2,-0.2481,0.117,0.817,0.066,"RT @igob4u2: #ECvoteHRC 12/19 @HillaryClinton Have you signed #ElectoralCollegePetition? Plz do! Need 6 mil signs, Stuck at 4.8 https://t.c"
wooofpak987,,-0.2481,0.117,0.817,0.066,"RT @igob4u2: #ECvoteHRC 12/19 @HillaryClinton Have you signed #ElectoralCollegePetition? Plz do! Need 6 mil signs, Stuck at 4.8 https://t.c"
mikew6161,vivelafra,-0.4019,0.241,0.623,0.136,RT @vivelafra: MEET THE AMATEUR: @ChuckTodd's buffoonish loyalty to #Hillary is beyond embarrassing &amp; destroys the credibility of @MeetTheP
Michael01466880,farathomas,0.0,0.0,1.0,0.0,"@farathomas @steph93065 the Democrats fixing the primaries,media tilting polls towards Hillary, crooked media  investigate that"
national_newsb,thefederalistpapers,-0.3182,0.173,0.827,0.0,Why R#ussia Had NOTHING To Do With Hillarys Loss https://t.co/C2eYqXBeFV #RETWEEETME https://t.co/Lij8NiW8ga
qtelektra,FrankLuntz,-0.1531,0.078,0.922,0.0,"RT @FrankLuntz: Did Russia also hack Hillary's campaign calendar and delete all her stops in rural Wisconsin, Penn., and Michigan?https:/"
qtelektra,,-0.1531,0.078,0.922,0.0,"RT @FrankLuntz: Did Russia also hack Hillary's campaign calendar and delete all her stops in rural Wisconsin, Penn., and Michigan?https:/"
GoodwinHH6,dachsiemoron,0.0,0.0,1.0,0.0,RT @dachsiemoron: What did he say about Hillary's? https://t.co/8uHktYC1fx
GoodwinHH6,twitter,0.0,0.0,1.0,0.0,RT @dachsiemoron: What did he say about Hillary's? https://t.co/8uHktYC1fx
GlennOstrosky,realDonaldTrump,-0.5439,0.164,0.836,0.0,RT @realDonaldTrump: Hillary said she was under sniper fire (while surrounded by USSS.) Turned out to be a total lie. She is not fit to lea
AnnTruwe,ArianeBellamar,0.0,0.0,1.0,0.0,RT @ArianeBellamar:  b4 Partisan! Electoral College: Make Hillary Clinton President on December 19 - Sign the Petition! https://t.co/CMOS
AnnTruwe,t,0.0,0.0,1.0,0.0,RT @ArianeBellamar:  b4 Partisan! Electoral College: Make Hillary Clinton President on December 19 - Sign the Petition! https://t.co/CMOS
Karabee3,daveweigel,-0.5719,0.239,0.667,0.094,"RT @daveweigel: ""Rejects politicization"" of intel, except when he calls for Hillary to be denied security briefings because email https://t"
Karabee3,,-0.5719,0.239,0.667,0.094,"RT @daveweigel: ""Rejects politicization"" of intel, except when he calls for Hillary to be denied security briefings because email https://t"
MethodVine,bestofhomer,-0.4767,0.437,0.563,0.0,@bestofhomer hillary knows even worse
burksclaudine1,burksclaudine1,0.5719,0.0,0.764,0.236,RT @burksclaudine1: @WhiteHouse our rights to have a president voted by the people.Hillary won
Politics_Info,politicsinformer,-0.7269,0.379,0.621,0.0,Madonna and Hillary: Witch and Nasty Woman as Sisters inArms https://t.co/qsFHztvwsb https://t.co/gIRIc9noyc
suzykq5,KailiJoy,-0.6007,0.176,0.824,0.0,"RT @KailiJoy: And now Hillary, who gave us everything of herself and never got a thank you, gets to go on all the goddamned makeup-free hik"
Michelem1998,LindaSuhler,0.6523,0.0,0.835,0.165,RT @LindaSuhler: Only credible link to Russia is Hillary's -- who made herself RICH when she transferred 20% of our uranium to Putin...FOR
COBYKOEHL,DanielleMuscato,0.7184,0.0,0.778,0.222,"RT @DanielleMuscato: ""If Hillary Clinton won the election &amp; CIA report came out of foreign tampering, I'm sure @GOP'd be having exact same"
WriterRx,TheFreeWorld1,-0.4939,0.158,0.842,0.0,RT @TheFreeWorld1: Hillary Donors Could Have Fed 6 Million Hungry Children For a Year With Wasted Campaign Cash - #WorldHunger https://t.co
WriterRx,t,-0.4939,0.158,0.842,0.0,RT @TheFreeWorld1: Hillary Donors Could Have Fed 6 Million Hungry Children For a Year With Wasted Campaign Cash - #WorldHunger https://t.co
Cindy63306167,randyprine,-0.7905,0.333,0.558,0.11,RT @randyprine: Comey opposed outing Russians close to the election but destroying Hillary was fair game. SMH  https://t.co/qMuLvK4WEm
Cindy63306167,cnbc,-0.7905,0.333,0.558,0.11,RT @randyprine: Comey opposed outing Russians close to the election but destroying Hillary was fair game. SMH  https://t.co/qMuLvK4WEm
trump1supporter,KellyannePolls,0.0338,0.152,0.626,0.222,"@KellyannePolls @ErengwaM @Newsweek If he did, thank you Putin because Hillary sure as hell didn't go without help as in $1.2 billion spent"
Maritza03239786,NIRPUmbrella,0.2942,0.0,0.905,0.095,RT @NIRPUmbrella: On election night #Trump offered to buy Hillary's $7 million dollars worth of fireworks for 5 cents on the dollar! http
bikerbd,michelekirkBPR,-0.7269,0.336,0.664,0.0,RT @michelekirkBPR: One man in Hillarys campaign warned she could lose and everybody ignored him https://t.co/A1z3VKU2OE https://t.co/Ahda
bikerbd,bizpacreview,-0.7269,0.336,0.664,0.0,RT @michelekirkBPR: One man in Hillarys campaign warned she could lose and everybody ignored him https://t.co/A1z3VKU2OE https://t.co/Ahda
GregQ42,SethAMandel,-0.296,0.115,0.885,0.0,"RT @SethAMandel: ""Russia cost Hillary the presidency"" is another way of saying ""no one I know voted for Trump."""
ginaboyer,ericgarland,0.6369,0.0,0.826,0.174,"RT @ericgarland: Hillary, for her part, gives a brief and all-too-calm speech and goes hiking. Probably the best move on the board."
tonic516,stylistkavin,-0.7269,0.289,0.711,0.0,RT @stylistkavin: Madonna and Hillary: Witch and Nasty Woman as Sisters in Arms https://t.co/pqjurgsNw7 #SistersinArms @Madonna @Hillar
tonic516,nytimes,-0.7269,0.289,0.711,0.0,RT @stylistkavin: Madonna and Hillary: Witch and Nasty Woman as Sisters in Arms https://t.co/pqjurgsNw7 #SistersinArms @Madonna @Hillar
forte2x,NormOrnstein,-0.395,0.25,0.75,0.0,@NormOrnstein but haven't they promised to continue investigating Hillary?
CattHarmony,redsteeze,0.0,0.0,1.0,0.0,RT @redsteeze: Russia wanted Trump. You know who else wanted Trump? Hillary &amp; our media. All three got what they wanted.
hillary_sarah,tatianaramozzzz,0.0,0.0,1.0,0.0,@tatianaramozzzz srio? 
ntvnyr173,_edwardmondini_,0.0,0.0,1.0,0.0,"RT @_edwardmondini_: @ntvnyr173   Everyone thinks Hillary has all this ""experience"":  would we call Benghazi, Libya, Syria &amp; Russia ""experi"
relevantspur,CarmineZozzora,0.0516,0.097,0.798,0.105,"RT @CarmineZozzora: Nothing like the CIA saving all their Russia ""secret assessment"" stuff up until after ""shoo-in"" Hillary lost the electi"
reneeepona,WLTaskForce,-0.4898,0.143,0.857,0.0,@WLTaskForce @christymatson64 @wikileaks @CBSNews Hillary -people with souls see that U sold yours to evil-U lost bc of who you are!!!
Byrlyne,LeahR77,-0.5106,0.163,0.837,0.0,RT @LeahR77: Tweedle Dee &amp; Tweedle Dumb @SenJohnMcCain  &amp; @LindseyGrahamSC Should Be Investigating Hillary's Home Brewed Server #FakeNews #
TechnicalGuryou,RogerJStoneJr,-0.6486,0.29,0.71,0.0,RT @RogerJStoneJr: Florida #NeverTrump loser Ray Valdes = Crooked Hillary Clinton. He must be stopped. https://t.co/8Bnu81beCn
TechnicalGuryou,twitter,-0.6486,0.29,0.71,0.0,RT @RogerJStoneJr: Florida #NeverTrump loser Ray Valdes = Crooked Hillary Clinton. He must be stopped. https://t.co/8Bnu81beCn
crossfitnans,Change,0.0,0.0,1.0,0.0,Electoral College: Make Hillary Clinton President on December 19 - Sign the Petition! https://t.co/dEI2GxZF5y via @Change
crossfitnans,change,0.0,0.0,1.0,0.0,Electoral College: Make Hillary Clinton President on December 19 - Sign the Petition! https://t.co/dEI2GxZF5y via @Change
lindsayrda53,MelindaThinker,0.2023,0.0,0.833,0.167,RT @MelindaThinker: Russian interference with the election could give courts legal authority to install Hillary https://t.co/By58AeeOe3
