User,Original_User/Web,Compound,Negative,Neutral,Positive,Tweet
dankpaul,regated,0.0,0.0,1.0,0.0,RT @wikileaks: Hillary Clinton is privately against gay marriage https://t.co/CvFM71cinV
AliceCoven,ChooseToBFree,-0.7506,0.39,0.61,0.0,"RT @ChooseToBFree: @ezinder Aiding and abetting the enemy IS treason, Sir. @HlLLARYCLINT0N#HillaryIndictment#HillarysEmails#Hillary#Dra"
Jaraselmanlol,JackJ,0.0772,0.0,0.894,0.106,@JackJ excuse me Hillary isn't any better... I'm out either way. #RIPAmerica
dahp0928,SoCal4Trump,0.0,0.0,1.0,0.0,"RT @SoCal4Trump: Bernie held a rally for Hillary today, but the student introducer went off script, trashed Hillary, and was led off stage."
Hacker_4_chan,LeighPatrick,0.0,0.0,1.0,0.0,"RT @LeighPatrick: Given the reports flooding in nationwide, you either vote Hillary or the machine votes Hillary for you. #Corruption #elec"
force4truth,ppetrov5,0.0,0.0,1.0,0.0,"RT @ppetrov5: Hillary Clinton and her campaign met with prioritiesUSA, which is against the law. #PodestaEmails35 #wikileaks #fbi https://t"
force4truth,,0.0,0.0,1.0,0.0,"RT @ppetrov5: Hillary Clinton and her campaign met with prioritiesUSA, which is against the law. #PodestaEmails35 #wikileaks #fbi https://t"
debbiedo58,Nascar_Tom,-0.1111,0.148,0.719,0.133,RT @Nascar_Tom: STUPID pundit so called reporters really think If #CHEATINGHILLARY wins that WE THE PEOPLE HAVE to come together with Hilla
SweetFreedom29,CounterMoonbat,0.2023,0.128,0.677,0.195,RT @CounterMoonbat: Hillary smeared women who were assaulted and takes millions from regimes that treat women like property. Spare me the f
badmem_x86,Scarlett210,-0.765,0.28,0.72,0.0,"RT @Scarlett210: And #Hillary is a self-serving #elitist who'll continue #globalist policies, destroy ur safety&amp; deprive ur kids of a futur"
GraceRogerson_,J4CKMULL,0.0,0.0,1.0,0.0,RT @J4CKMULL: Hillary Clinton really did the #MannequinChallenge on #ElectionDay https://t.co/DxtJuf0zG0
GraceRogerson_,twitter,0.0,0.0,1.0,0.0,RT @J4CKMULL: Hillary Clinton really did the #MannequinChallenge on #ElectionDay https://t.co/DxtJuf0zG0
tkrobinson_,cjlake,-0.7506,0.381,0.619,0.0,RT @cjlake: I swear if FLOTUS doesn't pull a Hillary in a few terms...I'll cry. Fr. I'll cry.
JrmezaMeza,WeLoveRobDyrdek,0.0,0.0,1.0,0.0,RT @WeLoveRobDyrdek: When you have to vote for Trump or Hillary #ElectionDay https://t.co/khWIuhyETH
JrmezaMeza,vine,0.0,0.0,1.0,0.0,RT @WeLoveRobDyrdek: When you have to vote for Trump or Hillary #ElectionDay https://t.co/khWIuhyETH
JacksonJoshua73,TheHappyCampers,0.8126,0.0,0.519,0.481,RT @TheHappyCampers: If Trump wins and if Hillary wins https://t.co/5HIZ9k3fZN
JacksonJoshua73,twitter,0.8126,0.0,0.519,0.481,RT @TheHappyCampers: If Trump wins and if Hillary wins https://t.co/5HIZ9k3fZN
humaneffect,twitter,-0.3595,0.185,0.815,0.0,Hillary NEEDS YOUR VOTE.Trump is getting Indiana.send a message now. no trump! https://t.co/dy4nAUJB06
amberhearrds,,0.5267,0.0,0.761,0.239,can my early birthday present be Hillary Clinton as President please @ god @ the entire fucking country
rakiichak,officialSmith_,0.3612,0.0,0.783,0.217,RT @officialSmith_: *casts vote for Hillary*Hillary: Thank you s--Me: https://t.co/rmDqKBTo1i
rakiichak,twitter,0.3612,0.0,0.783,0.217,RT @officialSmith_: *casts vote for Hillary*Hillary: Thank you s--Me: https://t.co/rmDqKBTo1i
mvrleysky,The__Prototype,-0.5719,0.236,0.764,0.0,RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?Us: https://t.co/zqfFCAAOAV
mvrleysky,twitter,-0.5719,0.236,0.764,0.0,RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?Us: https://t.co/zqfFCAAOAV
iamBoozforeal,rudeboyy,0.0772,0.0,0.902,0.098,Video: Common Freestyles About Hillary Clinton &amp; Voting On Election Day  https://t.co/GKLwSuEZI8 https://t.co/3vdRtLdzD4
erlckachaa,ConstanceQueen8,0.0,0.0,1.0,0.0,RT @ConstanceQueen8: Tracking Voter TurnOutHope This TrendsIn The Other 44 States#Vote4Trump #Defeat_Hillary#HillaryForPrisi
mykaela_watkins,Avstvn,-0.1695,0.196,0.804,0.0,"RT @Avstvn: We don't want Trump, we don't want Hillary, we just want Cory back in the house."
iceman120,wikileaks,0.0,0.0,1.0,0.0,RT @wikileaks: Hillary Clinton is privately against gay marriage https://t.co/CvFM71cinV
iceman120,regated,0.0,0.0,1.0,0.0,RT @wikileaks: Hillary Clinton is privately against gay marriage https://t.co/CvFM71cinV
elinepomstra,souljaboy,-0.5719,0.493,0.19,0.318,RT @souljaboy: I hope Hillary win fuck trump stupid ass
MooreAnthony12,TheWorldOfFunny,0.0,0.0,1.0,0.0,RT @TheWorldOfFunny: Hillary Clinton really did the #MannequinChallenge on #ElectionDay https://t.co/rYVq0sC4U5
MooreAnthony12,twitter,0.0,0.0,1.0,0.0,RT @TheWorldOfFunny: Hillary Clinton really did the #MannequinChallenge on #ElectionDay https://t.co/rYVq0sC4U5
itsbeenlit,NathanZed,0.5267,0.0,0.848,0.152,RT @NathanZed: my 7 year old cousin just now: is Hellen Keller winning me: whatcousin: Hellen Kellerme: Hillary Clinton? cousin: I dont
darylrjho,joshpan,0.0,0.0,1.0,0.0,RT @joshpan: what if i am hillary clinton
armadillobee,PrisonPlanet,0.4404,0.0,0.884,0.116,RT @PrisonPlanet: Hey Hillary supporters; You're about to vote for someone who is funded by countries that still execute gay people. How pr
Maddie_Mae4,rebel2187,0.0,0.0,1.0,0.0,RT @rebel2187: Donald and Hillary made an appearance in US Gov today  https://t.co/zOJflct4WM
Maddie_Mae4,twitter,0.0,0.0,1.0,0.0,RT @rebel2187: Donald and Hillary made an appearance in US Gov today  https://t.co/zOJflct4WM
YewtreeGirl,rorysutherland,-0.5994,0.151,0.849,0.0,RT @rorysutherland: Fact: Hillary Clinton would be the first female American head of state since the death of Queen Anne in 1714. https://t
YewtreeGirl,,-0.5994,0.151,0.849,0.0,RT @rorysutherland: Fact: Hillary Clinton would be the first female American head of state since the death of Queen Anne in 1714. https://t
Chrisspero1,wikileaks,0.0,0.0,1.0,0.0,RT @wikileaks: Hillary Clinton is privately against gay marriage https://t.co/CvFM71cinV
Chrisspero1,regated,0.0,0.0,1.0,0.0,RT @wikileaks: Hillary Clinton is privately against gay marriage https://t.co/CvFM71cinV
FortuneClint,youtube,0.0,0.0,1.0,0.0,Voting machines in Pennsylvania switch Trump votes to Hillary https://t.co/MB4HMHDGbb
robert_burrito,TheSometimesWhy,-0.7792,0.299,0.701,0.0,"@TheSometimesWhy but I know allowing Hillary is far worse. And if we don't agree, it is what it is"
tweetheart96_,whytruy,0.3612,0.0,0.828,0.172,RT @whytruy: *casts vote for Hillary* Hillary: Thank you for your vot-Me: https://t.co/EjvxMWZD2c
tweetheart96_,twitter,0.3612,0.0,0.828,0.172,RT @whytruy: *casts vote for Hillary* Hillary: Thank you for your vot-Me: https://t.co/EjvxMWZD2c
DeplorableRich,TRay1949,0.0,0.0,1.0,0.0,RT @TRay1949: Hillary's Kissin KKK  https://t.co/2RoehKOfht
DeplorableRich,twitter,0.0,0.0,1.0,0.0,RT @TRay1949: Hillary's Kissin KKK  https://t.co/2RoehKOfht
amigoalfil,HillaryClinton,0.0772,0.0,0.942,0.058,"RT @HillaryClinton: ""Its not just my name or Donald Trumps name on the ballotits the kind of country we want. Hillary https://t.co/jf"
amigoalfil,t,0.0772,0.0,0.942,0.058,"RT @HillaryClinton: ""Its not just my name or Donald Trumps name on the ballotits the kind of country we want. Hillary https://t.co/jf"
CharlieEricks10,LarryT1940,0.0,0.0,1.0,0.0,RT @LarryT1940: #Vote4Trump and don't let these #Slime_balls of #Hillary's drive you away from voting. Your vote may push #Trump over the t
ReynoldHawthor2,JaredWyand,0.0,0.0,1.0,0.0,RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar#ElectionD
GLuviano,aldairmaruz,0.5719,0.0,0.778,0.222,"RT @aldairmaruz: if Hillary wins, i'll buy everybody who RTs this tacos and horchata."
nemyheartsmanga,FrankLuntz,0.1571,0.091,0.792,0.117,RT @FrankLuntz: In case I wasn't clear enough from my previous tweets:Hillary Clinton will be the next President of the United States.  #
nancy73gg,mitchellvii,-0.1779,0.109,0.81,0.081,RT @mitchellvii: All of these early media predictions assume Hillary is getting all the Dem votes and ignoring Trumps advantage with Indies.
diaaanuuuh,SportsTakeJames,-0.1531,0.117,0.789,0.094,RT @SportsTakeJames: Choosing between Hillary &amp; Trump to replace Obama is like when the McDonald's ice cream machine is broken &amp; you gotta
juliann23_,elias_chairez,-0.2348,0.212,0.635,0.153,RT @elias_chairez: People giving Hillary their vote so Trump won't win: https://t.co/0SfLCKj03a
juliann23_,twitter,-0.2348,0.212,0.635,0.153,RT @elias_chairez: People giving Hillary their vote so Trump won't win: https://t.co/0SfLCKj03a
Julian_A_Cox,DESlRABLE,0.3453,0.078,0.779,0.143,@DESlRABLE @Calum5SOS Ya think that's weird? The other guy (Hillary's client) fancies himself as GOD! Get this athe https://t.co/rqIhMjbZH7
Julian_A_Cox,twitter,0.3453,0.078,0.779,0.143,@DESlRABLE @Calum5SOS Ya think that's weird? The other guy (Hillary's client) fancies himself as GOD! Get this athe https://t.co/rqIhMjbZH7
SprockDaddy,itsbillertime1,-0.6808,0.318,0.682,0.0,"RT @itsbillertime1: Donna Brazile cheats for Hillary, lies about it on live TV. https://t.co/6n94zv2bbP"
SprockDaddy,twitter,-0.6808,0.318,0.682,0.0,"RT @itsbillertime1: Donna Brazile cheats for Hillary, lies about it on live TV. https://t.co/6n94zv2bbP"
mcphersonfamily,mitchellvii,0.0,0.0,1.0,0.0,"RT @mitchellvii: Remember, Hillary is 46,000 votes behind Obama in just Pinellas County."
CollinsDionte,twitter,0.0,0.0,1.0,0.0,Hillary will still become POTUS regardless. https://t.co/zgyZkCTHg2
Kathywa48814788,cristinalaila1,0.0,0.0,1.0,0.0,"RT @cristinalaila1: Trump has 251,000 Retweets vs Hillary's 32,000 and she even pinned  her tweet #ElectionDay https://t.co/EV1LJPn1wg"
Kathywa48814788,twitter,0.0,0.0,1.0,0.0,"RT @cristinalaila1: Trump has 251,000 Retweets vs Hillary's 32,000 and she even pinned  her tweet #ElectionDay https://t.co/EV1LJPn1wg"
Jessicamertz4,RepCoriFournier,0.4404,0.0,0.879,0.121,RT @RepCoriFournier: Hmm... odd.... @CNN claims LATINOS are flooding the polls for Hillary. Funny how very diff LATINOS claim they feel abo
pllilje1,OnlineMagazin,-0.5267,0.207,0.714,0.079,RT @OnlineMagazin:  That made my day. Crooked Hillary supporter went into the trap when he wanted to steal the #DonaldTrump shield. ht
middlewingJeff,ClubBayern,-0.6369,0.345,0.5,0.155,RT @ClubBayern: Justice Poll: What's Hillary's worst crime? #ElectionDay #ElectionNight #WTFAmericaIn5Words #VotingDaySongs #MAGA #ivoted
leannelovsin,voguemagazine,0.0,0.0,1.0,0.0,"RT @voguemagazine: ""She doesnt realize it yet, but Election Day is a moment in history for both of us."" https://t.co/aP0pq0q274"
leannelovsin,vogue,0.0,0.0,1.0,0.0,"RT @voguemagazine: ""She doesnt realize it yet, but Election Day is a moment in history for both of us."" https://t.co/aP0pq0q274"
KeswickPinhead,SenFallon2016,0.2481,0.089,0.786,0.125,"RT @SenFallon2016: This election is rigged! I intended to vote for #Trump today, when Jesus smacked me upside the head &amp; made my hand vote"
ifollowcoby,HillaryClinton,0.0,0.0,1.0,0.0,RT @HillaryClinton: Everything weve worked toward comes down to today. RT this if you're voting for Hillary: https://t.co/jfd3CXLD1s https
ifollowcoby,hillaryclinton,0.0,0.0,1.0,0.0,RT @HillaryClinton: Everything weve worked toward comes down to today. RT this if you're voting for Hillary: https://t.co/jfd3CXLD1s https
xmoshingbatmanx,fentyy,0.0,0.0,1.0,0.0,RT @fentyy: Rihanna deadass wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  #ElectionDay https://t.co/OKngY7lvNs
xmoshingbatmanx,twitter,0.0,0.0,1.0,0.0,RT @fentyy: Rihanna deadass wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  #ElectionDay https://t.co/OKngY7lvNs
xDrakeFam,The__Prototype,-0.5719,0.236,0.764,0.0,RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?Us: https://t.co/zqfFCAAOAV
xDrakeFam,twitter,-0.5719,0.236,0.764,0.0,RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?Us: https://t.co/zqfFCAAOAV
Chrisrlamar,DTorday,-0.4497,0.235,0.624,0.141,"@DTorday @JamesOKeefeIII @daveweigel but you're cheating the election for Hillary, so how is that fair?"
teenagefur,FlawlessDog,0.0,0.0,1.0,0.0,"RT @FlawlessDog: If you're in line before polls close, you have the right to vote. Stay in line and vote for Hillary. #ImWithHer"
hibadjedaini,JuiceTha56,0.168,0.0,0.927,0.073,RT @JuiceTha56: Will Hillary make pants suits mandatory? Will Trump build a wall on Mexicos border? Find out tomorrow on the season fin
henderson_mark,TurtleBoySports,0.7178,0.0,0.5,0.5,"@TurtleBoySports Wow, more surprised by early than Hillary."
jmhpa,RepCoriFournier,0.0,0.0,1.0,0.0,RT @RepCoriFournier: This is what @CNN is counting on with the BIG push on their network that Republicans will be voting HILLARY n republic
Worped4,ILoveBernie1,-0.8689,0.329,0.671,0.0,"RT @ILoveBernie1: Blows my mind how many think the mean things Trump has saidare somehow worse than Hillary's career of lies, war, https"
toddhenderson23,WayneDupreeShow,-0.296,0.136,0.864,0.0,RT @WayneDupreeShow:  Huckabee: Hillary Has No Empathy For The Working Class https://t.co/NEEjhHx6Zy #DrainTheSwamp #TrumpTrain https://t.
toddhenderson23,newsninja2012,-0.296,0.136,0.864,0.0,RT @WayneDupreeShow:  Huckabee: Hillary Has No Empathy For The Working Class https://t.co/NEEjhHx6Zy #DrainTheSwamp #TrumpTrain https://t.
KatEdmiston,BruceBartlett,0.6311,0.076,0.688,0.235,"RT @BruceBartlett: For the record, I voted enthusiastically for Hillary Clinton today. She may not be perfect, but she's light years better"
ChiefCRX340,BlastingNews,0.0,0.0,1.0,0.0,RT @BlastingNews: #election 2016 sees more #Facebook unfriending among #DonaldTrump and Hillary Clinton voters https://t.co/LfWSVgqUNR http
ChiefCRX340,us,0.0,0.0,1.0,0.0,RT @BlastingNews: #election 2016 sees more #Facebook unfriending among #DonaldTrump and Hillary Clinton voters https://t.co/LfWSVgqUNR http
DawnieRotten,worldnetdaily,0.4588,0.159,0.53,0.311,Hillary puts nation at great risk https://t.co/1FjeguvPjc via @worldnetdaily
DawnieRotten,wnd,0.4588,0.159,0.53,0.311,Hillary puts nation at great risk https://t.co/1FjeguvPjc via @worldnetdaily
tinymyg,BangYaBrainsOut,0.5719,0.0,0.748,0.252,RT @BangYaBrainsOut: if Hillary wins I'll PayPal everyone $100 that RTs this.
guadss_,BandzUpDee,-0.8441,0.269,0.731,0.0,RT @BandzUpDee: Vote Hillary Clinton idc if she a liar y'all boyfriends lie to y'all everyday and y'all still fw them so VOTE HILLARY BITCH
soleileva31,stephstabile8,0.0,0.0,1.0,0.0,RT @stephstabile8: trump &gt; hillary
chrisldoster,mitchellvii,-0.1779,0.109,0.81,0.081,RT @mitchellvii: All of these early media predictions assume Hillary is getting all the Dem votes and ignoring Trumps advantage with Indies.
franco_dimuro,cristinalaila1,0.0,0.0,1.0,0.0,"RT @cristinalaila1: Trump has 251,000 Retweets vs Hillary's 32,000 and she even pinned  her tweet #ElectionDay https://t.co/EV1LJPn1wg"
franco_dimuro,twitter,0.0,0.0,1.0,0.0,"RT @cristinalaila1: Trump has 251,000 Retweets vs Hillary's 32,000 and she even pinned  her tweet #ElectionDay https://t.co/EV1LJPn1wg"
GBabySanch,twitter,0.0,0.0,1.0,0.0,My prediction: Hillary gonna put up numbers https://t.co/aQd3PgJw4E
WaltyAlvarez,souljaboy,-0.5719,0.493,0.19,0.318,RT @souljaboy: I hope Hillary win fuck trump stupid ass
miracles3337,mtredden,0.0,0.0,1.0,0.0,"RT @mtredden: It's not just Hillary. Tonight, 7 women are trying to become the first female senator or house rep from their state: https://"
miracles3337,,0.0,0.0,1.0,0.0,"RT @mtredden: It's not just Hillary. Tonight, 7 women are trying to become the first female senator or house rep from their state: https://"
steve62269,JaredWyand,0.0,0.0,1.0,0.0,RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar#ElectionD
Filterlbc,AltStreamMedia,0.0258,0.139,0.717,0.143,"RT @AltStreamMedia: Judge to Trump: ""Only you can bring Hillary to justice. Our corrupt judicial system has failed, #LockHerUp"""
INFOS_EN,belfasttelegraph,0.25,0.0,0.824,0.176,US election results: Donald Trump and Hillary Clinton await their verdict of voters - Belfast Telegraph https://t.co/ypMwah7jqC
12aptor,kgarrison,-0.6876,0.296,0.582,0.122,RT @kgarrison: Republicans may be RINOS or weak kneed but they are not criminals like the Democrats. Democrats are dishonest which is why t
ekujpg,jacksfilms,0.0,0.0,1.0,0.0,RT @jacksfilms: You only have a few hours left to write your Trump/Hillary fanfiction
karbripal3,yankeebrit77,0.0,0.0,1.0,0.0,"RT @yankeebrit77: Why don't these reported ""glitches"" &amp; ""errors"" ever change Hillary votes to Trump? #Rigged #ElectionNight https://t.co/n"
karbripal3,twitter,0.0,0.0,1.0,0.0,"RT @yankeebrit77: Why don't these reported ""glitches"" &amp; ""errors"" ever change Hillary votes to Trump? #Rigged #ElectionNight https://t.co/n"
jwl868,BBCScotlandNews,0.0,0.0,1.0,0.0,RT @BBCScotlandNews: Holyrood leaders back Hillary Clinton for US president as the race for the White House draws to a close https://t.co/6
jwl868,twitter,0.0,0.0,1.0,0.0,RT @BBCScotlandNews: Holyrood leaders back Hillary Clinton for US president as the race for the White House draws to a close https://t.co/6
azakharov82,foreignpolicy,0.0,0.0,1.0,0.0,What Kind of President Will Hillary Clinton Be? | Foreign Policy https://t.co/mWXlnD4RrY
dwzd,HillaryClinton,0.0,0.0,1.0,0.0,@HillaryClinton I voted for Hillary ..Team Hillary!!!
_PinkkMoscato,beyupdates_,0.3612,0.0,0.815,0.185,RT @beyupdates_: Me: *votes for Hillary* Hillary: Thank you for vot-Me: https://t.co/nx99GlD5gc
_PinkkMoscato,twitter,0.3612,0.0,0.815,0.185,RT @beyupdates_: Me: *votes for Hillary* Hillary: Thank you for vot-Me: https://t.co/nx99GlD5gc
increase32,TravisRuger,-0.2263,0.203,0.642,0.155,RT @TravisRuger: A vote for Hillary is supporting election fraud.    #PodestaEmails33 #ElectionFinalThoughts #DNCLeaks2 #NeverHillary https
FlySince91_,The__Prototype,-0.5719,0.236,0.764,0.0,RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?Us: https://t.co/zqfFCAAOAV
FlySince91_,twitter,-0.5719,0.236,0.764,0.0,RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?Us: https://t.co/zqfFCAAOAV
ICollectCans,aldairmaruz,0.5719,0.0,0.778,0.222,"RT @aldairmaruz: if Hillary wins, i'll buy everybody who RTs this tacos and horchata."
audreytan,FT,0.0,0.0,1.0,0.0,"RT @FT: As results come in, the polls point to a Hillary Clinton lead, but the race remains close in crucial swing states https://t.co/EQ1Q"
audreytan,t,0.0,0.0,1.0,0.0,"RT @FT: As results come in, the polls point to a Hillary Clinton lead, but the race remains close in crucial swing states https://t.co/EQ1Q"
hanxine,localblactivist,0.0,0.0,1.0,0.0,RT @localblactivist: Hillarys wrongdoings have gone unaccounted for in many instances. (ex. Clinton has been much more than a bit player i
MCGA2019,eagoodlife,-0.8748,0.625,0.375,0.0,@eagoodlife Hillary threatening to attack Russia? More scary https://t.co/bpTwnAZWI8
MCGA2019,twitter,-0.8748,0.625,0.375,0.0,@eagoodlife Hillary threatening to attack Russia? More scary https://t.co/bpTwnAZWI8
Hunter_Ash23,Pamela_Moore13,-0.7959,0.415,0.585,0.0,RT @Pamela_Moore13: Indiana is joining Kentucky saying Hell No to Hillary! https://t.co/Ip6DZVgiaa
Hunter_Ash23,twitter,-0.7959,0.415,0.585,0.0,RT @Pamela_Moore13: Indiana is joining Kentucky saying Hell No to Hillary! https://t.co/Ip6DZVgiaa
fvckmefenty,hosthetic,0.5945,0.0,0.812,0.188,"RT @hosthetic: Beyonc, Jay Z, Katy Perry, Lady Gaga and so many other huge celebrities have supported Hillary and Donald still has a chanc"
natalierose3123,FreddyAmazin,0.0,0.0,1.0,0.0,RT @FreddyAmazin: Rihanna wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  https://t.co/UFcFkP6js1
natalierose3123,twitter,0.0,0.0,1.0,0.0,RT @FreddyAmazin: Rihanna wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  https://t.co/UFcFkP6js1
Liee4Trump,halsteadg048,0.0,0.0,1.0,0.0,"RT @halsteadg048: Hillary Clinton and her campaign met with prioritiesUSA, which is against the law. #PodestaEmails35 #wikileaks #fbi https"
CKlein5852,AdamsFlaFan,0.0,0.0,1.0,0.0,RT @AdamsFlaFan: Hillary Clinton Is Trouncing Trump With Her Ground Game According To Exit Poll via @politicususa https://t.co/Fa8OqrLYog
CKlein5852,politicususa,0.0,0.0,1.0,0.0,RT @AdamsFlaFan: Hillary Clinton Is Trouncing Trump With Her Ground Game According To Exit Poll via @politicususa https://t.co/Fa8OqrLYog
TayNicoole,WesVengeance7,0.296,0.0,0.891,0.109,RT @WesVengeance7: The joke is on Hillary if she wins.She'll have to sit at the desk Monica sat under.
sophia_bonoma,BruhhhComedy,0.5719,0.0,0.748,0.252,RT @BruhhhComedy: Left = Me if Trump winsRight = Me if Hillary wins https://t.co/zJgSN9LpkW
sophia_bonoma,twitter,0.5719,0.0,0.748,0.252,RT @BruhhhComedy: Left = Me if Trump winsRight = Me if Hillary wins https://t.co/zJgSN9LpkW
ChuckCollier76,KingsandLords,0.0,0.0,1.0,0.0,RT @KingsandLords: @MaddieAndMichi @enjoynChi @LilSteelerGirl @DebAlwaystrumpTRUMP 52%HillARY 43%JOHNSON 3%UNDECITED 2%USA LANDSLIDE
babycats29,activist360,0.0,0.0,1.0,0.0,RT @activist360: Michael Moore is spot-on about all the reasons to vote for Hillary Clinton: She is going to make an incredible president.
imA_Creator,LouisFarrakhan,0.2263,0.105,0.722,0.173,RT @LouisFarrakhan: You will find out that Hillary Clinton deceived you just like all of the rest before. They promise you everything and g
osu922,ChaseBurcher,-0.3612,0.122,0.878,0.0,"@ChaseBurcher I wouldn't put anything past Hillary. She already rigged the primary for herself, which the process started years ago"
KarolineMarquis,BruhhhComedy,0.5719,0.0,0.748,0.252,RT @BruhhhComedy: Left = Me if Trump winsRight = Me if Hillary wins https://t.co/zJgSN9LpkW
KarolineMarquis,twitter,0.5719,0.0,0.748,0.252,RT @BruhhhComedy: Left = Me if Trump winsRight = Me if Hillary wins https://t.co/zJgSN9LpkW
RonaldMRivera,Boogie2988,-0.4019,0.172,0.828,0.0,RT @Boogie2988: Donald trump and Hillary clinton are both in a plane crash.  Who survives?....america.
AlexWeis3,twitter,0.0,0.0,1.0,0.0,If you are voting for Hillary the voting has changed. Its now tomorrow Rt to spread the word!!! https://t.co/C1JyMEsDP2
Juzwik,wikileaks,0.0,0.0,1.0,0.0,RT @wikileaks: Hillary Clinton is privately against gay marriage https://t.co/CvFM71cinV
Juzwik,regated,0.0,0.0,1.0,0.0,RT @wikileaks: Hillary Clinton is privately against gay marriage https://t.co/CvFM71cinV
rjber15,CTU279,0.6588,0.0,0.812,0.188,RT @CTU279: Great CTU volunteers out early this morning at Joseph Gallagher for Issue 108 and Hillary! @mcropper1 @EricGordon_CEO @ShariOB
asssophieyoung,NathanZed,0.5267,0.0,0.848,0.152,RT @NathanZed: my 7 year old cousin just now: is Hellen Keller winning me: whatcousin: Hellen Kellerme: Hillary Clinton? cousin: I dont
jason8a99,TheFunnyVine,0.0,0.0,1.0,0.0,RT @TheFunnyVine: Hillary out here trying to get the black vote https://t.co/x6lSCVIeGM
jason8a99,vine,0.0,0.0,1.0,0.0,RT @TheFunnyVine: Hillary out here trying to get the black vote https://t.co/x6lSCVIeGM
goawayitsnotme,JaredWyand,-0.742,0.285,0.642,0.073,"RT @JaredWyand: Don't be nervous America. We're only facing economic collapse, anarchy, and inevitable civil war if Hillary wins#Election"
DTharp1988,FoxNews,0.0,0.0,1.0,0.0,@FoxNews Some will vote for Hillary. Some will vote for Trump. Some will vote AGAINST Hillary or against Trump. I voted for my son's future.
theycallmegin,FemaleTexts,0.0,0.0,1.0,0.0,RT @FemaleTexts: Rihanna wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  https://t.co/Y01V5X3Als
theycallmegin,twitter,0.0,0.0,1.0,0.0,RT @FemaleTexts: Rihanna wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  https://t.co/Y01V5X3Als
Shhhh116,weknowwhatsbest,0.5574,0.097,0.672,0.231,"RT @weknowwhatsbest: Go easy on Hillary.  C'mon, be honest, I think we've all lied for 30 years at one time or another."
Michelle3wits,cristinalaila1,0.0,0.0,1.0,0.0,"RT @cristinalaila1: Trump has 251,000 Retweets vs Hillary's 32,000 and she even pinned  her tweet #ElectionDay https://t.co/EV1LJPn1wg"
Michelle3wits,twitter,0.0,0.0,1.0,0.0,"RT @cristinalaila1: Trump has 251,000 Retweets vs Hillary's 32,000 and she even pinned  her tweet #ElectionDay https://t.co/EV1LJPn1wg"
an_gonzalez22,souljaboy,-0.5719,0.493,0.19,0.318,RT @souljaboy: I hope Hillary win fuck trump stupid ass
yungjenz,NathanZed,0.5267,0.0,0.848,0.152,RT @NathanZed: my 7 year old cousin just now: is Hellen Keller winning me: whatcousin: Hellen Kellerme: Hillary Clinton? cousin: I dont
nrsbrnsff,J4CKMULL,0.0,0.0,1.0,0.0,RT @J4CKMULL: Hillary Clinton really did the #MannequinChallenge on #ElectionDay https://t.co/DxtJuf0zG0
nrsbrnsff,twitter,0.0,0.0,1.0,0.0,RT @J4CKMULL: Hillary Clinton really did the #MannequinChallenge on #ElectionDay https://t.co/DxtJuf0zG0
stticck,NeilTurner_,-0.6514,0.265,0.735,0.0,RT @NeilTurner_: @realDonaldTrump WE CAN PUT HILLARY IN PRISON BY VOTING TODAY! https://t.co/xSiV7G0kHQ
stticck,twitter,-0.6514,0.265,0.735,0.0,RT @NeilTurner_: @realDonaldTrump WE CAN PUT HILLARY IN PRISON BY VOTING TODAY! https://t.co/xSiV7G0kHQ
rcbbstcrk,patrickhumps,-0.4588,0.19,0.724,0.086,RT @patrickhumps: If Hillary loses the election by like 1 vote I'm blaming it on the person who wrote in Harry Styles on their ballot
Polysexuals,arzE,0.7865,0.0,0.729,0.271,RT @arzE: voting for Hillary doesn't have to be ur longest yeah boy ever. It can be ur shorter yeah boy ever. Just uhh don't waste ur yeah
lacey2123,fentyy,0.0,0.0,1.0,0.0,RT @fentyy: Rihanna deadass wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  #ElectionDay https://t.co/OKngY7lvNs
lacey2123,twitter,0.0,0.0,1.0,0.0,RT @fentyy: Rihanna deadass wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  #ElectionDay https://t.co/OKngY7lvNs
sorryimspencerr,souljaboy,-0.5719,0.493,0.19,0.318,RT @souljaboy: I hope Hillary win fuck trump stupid ass
Baskin_97,6PAPl,0.4404,0.0,0.879,0.121,RT @6PAPl: if kodak black believes hillary can do a good job with our country then we gotta go vote for hillary https://t.co/RWmwK8wHUR
